ons_id,name,turnout,registered_voters,turnout_change,total_votes,win_margin,1st_place_party,1st_place_candidate,1st_place_votes,2nd_place_party,2nd_place_candidate,2nd_place_votes,3rd_place_party,3rd_place_candidate,3rd_place_votes,4th_place_party,4th_place_candidate,4th_place_votes,5th_place_party,5th_place_candidate,5th_place_votes,6th_place_party,6th_place_candidate,6th_place_votes,7th_place_party,7th_place_candidate,7th_place_votes,8th_place_party,8th_place_candidate,8th_place_votes,9th_place_party,9th_place_candidate,9th_place_votes,10th_place_party,10th_place_candidate,10th_place_votes,11th_place_party,11th_place_candidate,11th_place_votes,12th_place_party,12th_place_candidate,12th_place_votes,13th_place_party,13th_place_candidate,13th_place_votes
E14001121,Braintree,63.0,77781,-5.3,48261,3670,Conservative,James Cleverly,17414,Labour,Matthew Wright,13744,Reform UK,Richard Thomson,11346,Liberal Democrat,Kieron Franks,2879,Green,Paul Thorogood,2878,Independent,David Heather,767.0,,,,,,,,,,,,,,,,,,,,,
W07000085,"Brecon, Radnor and Cwm Tawe",64.0,73114,-8.8,44751,1472,Liberal Democrat,David Chadwick,13736,Conservative,Fay Jones,12264,Labour,Matthew Dorrance,9904,Reform UK,Adam Hill,6567,Plaid Cymru,Emily Durrant-Munro,2280,Green,Amerjit Kaur-Dhaliwal,1188.0,Abolish the Welsh Assembly Party,Jonathan Harrington,372.0,Monster Raving Loony Party,Lady Lily The Pink,237.0,,,,,,,,,,,,,,,
E14001122,Brent East,49.0,77257,-9.1,34081,13047,Labour,Dawn Butler,19370,Conservative,Jamila Robertson,6323,Green,Nida Alfulaij,3729,Liberal Democrat,Jonny Singh,2635,Reform UK,Zbigniew Kowalczyk,2024,Independent,Aadil Shaikh,1846.0,Workers Party of Britain,James Mutimer,1052.0,Independent,Amin Moafi,654.0,Independent,Jenner Folwell,169.0,,,,,,,,,,,,
E14001123,Brent West,52.0,79937,-11.5,39315,3793,Labour,Barry Gardiner,17258,Conservative,Sushil Rapatwar,13465,Liberal Democrat,Paul Lorber,3013,Green,Bastôn De'Medici-Jaguar,2805,Workers Party of Britain,Nadia Klok,2774,Reform UK,Ian Collier,2061.0,,,,,,,,,,,,,,,,,,,,,
E14001124,Brentford and Isleworth,57.0,79283,-10.5,42022,9824,Labour,Ruth Cadbury,20007,Conservative,Laura Blumenthal,10183,Green,Freya Summersgill,4029,Reform UK,David Kerr,3940,Liberal Democrat,Kuldev Sehra,3863,Workers Party of Britain,Nisar Malik,2746.0,Independent,Zebunisa Rao,486.0,,,,,,,,,,,,,,,,,,
E14001125,Brentwood and Ongar,64.0,75352,-6.4,48143,5980,Conservative,Alex Burghart,17731,Reform UK,Paul Godfrey,11751,Labour,Gareth Barrett,11082,Liberal Democrat,David Kendall,5809,Green,RJ Learmouth,1770,English Democrats,Robin Tilbrook,189.0,,,,,,,,,,,,,,,,,,,,,
W07000086,Bridgend,57.0,73152,-9.4,38168,8595,Labour,Chris Elmore,16516,Reform UK,Caroline Jones,7921,Conservative,Anita Boateng,6764,Plaid Cymru,Iolo Caudy,3629,Independent,Mark John,3338,Green,Debra Cooper,1760.0,Liberal Democrat,Claire Waller,1446.0,,,,,,,,,,,,,,,,,,
E14001126,Bridgwater,56.0,71571,-6.9,39627,1349,Conservative,Ashley Fox,12281,Labour,Leigh Redman,10932,Reform UK,William Fagg,8913,Liberal Democrat,Claire Sully,5781,Green,Charles Graham,1720,Independent,Pelé Barnes,334.0,Workers Party of Britain,Gregory Tanner,168.0,,,,,,,,,,,,,,,,,,
E14001127,Bridlington and the Wolds,59.0,72931,-5.2,41609,3125,Conservative,Charlie Dewhirst,14846,Labour,Sarah Carter,11721,Reform UK,Maria Bowtell,10350,Liberal Democrat,Jayne Phoenix,3097,Green,Gill Leek,1595,The Yorkshire Party,Tim Norman,915.0,Independent,Tom Cone,309.0,Social Democratic Party,Carlo Verda,104.0,,,,,,,,,,,,,,,
E14001128,Brigg and Immingham,57.0,74297,-8.8,42508,3243,Conservative,Martin Vickers,15905,Labour,Najmul Hussain,12662,Reform UK,Paul Ladlow,10594,Green,Amie Watson,1905,Liberal Democrat,Eleanor Rylance,1442,,,,,,,,,,,,,,,,,,,,,,,,
E14001129,Brighton Kemptown and Peacehaven,59.0,68784,-11.6,39902,9663,Labour,Chris Ward,17893,Conservative,Khobi Vallis,8230,Green,Elaine Hills,7997,Liberal Democrat,Stewart Stone,3949,Independent,Emma Wall,1833,Social Democratic Party,Valerie Gray,784.0,,,,,,,,,,,,,,,,,,,,,
E14001130,Brighton Pavilion,70.0,74786,-5.4,51743,14290,Green,Siân Berry,28809,Labour,Tom Gray,14519,Conservative,Sarah Webster,3975,Reform UK,Mark Mulvihill,2836,Liberal Democrat,Ashley Ridley,1604,Monster Raving Loony Party,Citizen Skwith,257.0,Social Democratic Party,Carl Buckfield,184.0,Independent,Steve Al,179.0,,,,,,,,,,,,,,,
E14001131,Bristol Central,69.0,62735,-4.1,43169,10407,Green,Carla Denyer,24539,Labour,Thangam Debbonaire,14132,Conservative,Samuel Williams,1998,Reform UK,Robert Clarke,1338,Liberal Democrat,Nicholas Coombes,1162,Party of Women,Kellie-Jay Keen,196.0,,,,,,,,,,,,,,,,,,,,,
E14001132,Bristol East,61.0,75917,-12.1,45297,6606,Labour,Kerry McCarthy,20748,Green,Ani Stafford-Townsend,14142,Conservative,Dan Conaghan,6435,Liberal Democrat,Tony Sutcliffe,2713,Independent,Farook Siddique,1259,Social Democratic Party,Claire Dunnage,555.0,Independent,Wael Arafat,257.0,,,,,,,,,,,,,,,,,,
E14001133,Bristol North East,60.0,70076,-10.2,40439,11167,Labour,Damien Egan,19004,Green,Lorraine Francis,7837,Conservative,Rose Hulse,6216,Reform UK,Anthony New,5418,Liberal Democrat,Louise Harris,1964,Independent,Asif Ali,1029.0,Trade Unionist and Socialist Coalition,Dan Smart,399.0,Social Democratic Party,Tommy Trueman,122.0,,,,,,,,,,,,,,,
E14001134,Bristol North West,65.0,74869,-11.4,48242,15669,Labour,Darren Jones,24058,Green,Mary Page,8389,Conservative,Laura Saunders,6773,Reform UK,Scarlett O'Connor,4863,Liberal Democrat,Caroline Gooch,4159,Social Democratic Party,Ben Smith,222.0,,,,,,,,,,,,,,,,,,,,,
E14001135,Bristol South,58.0,75533,-7.1,43239,7666,Labour,Karin Smyth,18521,Green,Jai Breitnauer,10855,Reform UK,Richard Visick,6195,Conservative,Liz Brennan,4947,Liberal Democrat,Andrew Brown,2721,Social Democratic Party,Neil Norton,164.0,,,,,,,,,,,,,,,,,,,,,
E14001136,Broadland and Fakenham,65.0,75730,-7.0,49513,719,Conservative,Jerome Mayhew,16322,Labour,Iain Simpson,15603,Reform UK,Eric Masters,8859,Liberal Democrat,Leyla Hannbeck,5526,Green,Jan Davis,3203,,,,,,,,,,,,,,,,,,,,,,,,
E14001137,Bromley and Biggin Hill,66.0,70713,-3.5,46694,302,Conservative,Peter Fortune,15929,Labour,Oana Olaru-Holmes,15627,Reform UK,Alan Cook,8203,Liberal Democrat,Julie Ireland,4352,Green,Caroline Sandes,2583,Climate Party,Karen Miller,94.0,,,,,,,,,,,,,,,,,,,,,
E14001138,Bromsgrove,66.0,76468,-6.2,48700,3016,Conservative,Bradley Thomas,16533,Labour,Neena Gill,13517,Reform UK,Glen Brampton,9584,Liberal Democrat,David Nicholl,7391,Green,Talia Ellis,1675,Independent,Sam Ammar,1561.0,Workers Party of Britain,Aheesha Zahir,144.0,,,,,,,,,,,,,,,,,,
E14001139,Broxbourne,57.0,75187,-6.1,42693,2858,Conservative,Lewis Cocking,15810,Labour,Catherine Deakin,12952,Reform UK,Tom Holdsworth,8782,Liberal Democrat,Nick Belfitt,2688,Green,Owen Brett,2461,UK Independence Party,Martin Harvey,172.0,English Constitution Party,Brett Frewin,87.0,,,,,,,,,,,,,,,,,,
E14001140,Broxtowe,67.0,71923,-7.1,46416,8403,Labour,Juliet Campbell,19561,Conservative,Darren Henry,11158,Reform UK,Joseph Oakley,8402,Liberal Democrat,James Collis,3807,Green,Teresa Needham,3488,Independent,John Doddy,1034.0,Workers Party of Britain,Maqsood Syed,388.0,,,,,,,,,,,,,,,,,,
E14001141,Buckingham and Bletchley,64.0,74832,-7.7,47141,2421,Labour,Callum Anderson,17602,Conservative,Iain Stewart,15181,Reform UK,Jordan Cattell,7468,Liberal Democrat,Dominic Dyer,4300,Green,Amanda Onwuemene,2590,Independent,Ray Brady,500.0,,,,,,,,,,,,,,,,,,,,,
E14001142,Burnley,53.0,74951,-9.4,39107,3420,Labour,Oliver Ryan,12598,Liberal Democrat,Gordon Birtwistle,9178,Conservative,Antony Higginbotham,8058,Reform UK,Nathan McCollum,7755,Green,Jack Launer,1518,Independent,Rayyan Fiass,292.0,Independent,Mitchell Cryer,169.0,Independent,David Roper,151.0,,,,,,,,,,,,,,,
E14001143,Burton and Uttoxeter,59.0,77992,-6.1,43964,2266,Labour,Jacob Collier,16222,Conservative,Kate Kniveton,13956,Reform UK,James Bush,9611,Green,Anna Williams Westwood,2119,Workers Party of Britain,Azmat Mir,2056,Liberal Democrat,Sarah Murray,1663.0,,,,,,,,,,,,,,,,,,,,,
E14001144,Bury North,59.0,77703,-10.8,43355,6944,Labour,James Frith,19625,Conservative,James Daly,12681,Reform UK,Lynda Rosewell,7385,Workers Party of Britain,Shafat Ali,1917,Green,Owain Sutton,1747,Liberal Democrat,Mark Alcock,1317.0,Independent,Anwarul Haq,571.0,Independent,Spencer Donnelly,277.0,,,,,,,,,,,,,,,
E14001145,Bury South,56.0,75339,-10.5,40509,9361,Labour,Christian Wakeford,19247,Conservative,Arnie Saunders,9886,Reform UK,Jeff Armstrong,6865,Green,Michael Welton,2715,Liberal Democrat,Andrew Page,1796,Workers Party of Britain,Sameera Ashraf,1023.0,Independent,Michael Elston,277.0,English Democrats,Stephen Morris,224.0,Communist Party of Britain,Dan Ross,181.0,,,,,,,,,,,,
E14001146,Bury St Edmunds and Stowmarket,66.0,77599,-3.8,49548,1452,Labour,Peter Prinsley,16745,Conservative,Will Tanner,15293,Reform UK,Scott Hussey,8595,Green,Emma Buckmaster,5761,Liberal Democrat,Peter McDonald,3154,Independent,Jeremy Lee,819.0,Rejoin EU,Richard Baker-Howard,350.0,Communist Party of Britain,Darren Turner,176.0,,,,,,,,,,,,,,,
W07000087,Caerfyrddin,62.0,74003,-11.8,43735,4535,Plaid Cymru,Ann Davies,15520,Labour,Martha O'Neil,10985,Conservative,Simon Hart,8825,Reform UK,Bernard Holton,6944,Liberal Democrat,Nick Beckett,1461,Green,Will Beasley,1371.0,Women's Equality Party,Nancy Cole,282.0,Workers Party of Britain,David Evans,216.0,,,,,,,,,,,,,,,
W07000088,Caerphilly,53.0,72643,-9.6,36584,6419,Labour,Chris Evans,14538,Plaid Cymru,Lindsay Whittle,8119,Reform UK,Joshua Kim,7754,Conservative,Brandon Gorman,4385,Liberal Democrat,Steve Aicheler,1788,Green,Mark Thomas,1650.0,,,,,,,,,,,,,,,,,,,,,
S14000069,"Caithness, Sutherland and Easter Ross",62.0,74627,-8.4,43612,10489,Liberal Democrat,Jamie Stone,22736,Scottish National Party,Lucy Beattie,12247,Labour,Eva Kestner,3409,Reform UK,Sandra Skinner,3360,Conservative,Fiona Fawcett,1860,Green,Anne Thomas,1641.0,Alba,Steve Chisholm,795.0,,,,,,,,,,,,,,,,,,
E14001147,Calder Valley,64.0,77364,-10.2,49033,8991,Labour,Josh Fenton-Glynn,22046,Conservative,Vanessa Lee,13055,Reform UK,Donald Walmsley,7644,Green,Kieran Turner,3701,Liberal Democrat,Donal O'Hanlon,2587,The Yorkshire Party,James Vasey,404.0,Social Democratic Party,Jim McNeill,171.0,,,,,,,,,,,,,,,,,,
E14001148,Camborne and Redruth,64.0,74402,-5.9,46819,7806,Labour,Perran Moon,19360,Conservative,Connor Donnithorne,11554,Reform UK,Roger Tarrant,8952,Liberal Democrat,Thalia Marrington,4113,Green,Catherine Hayes,2840,Liberal Party,Paul Holmes,624.0,Socialist Labour Party,Robert Hawkins,342.0,,,,,,,,,,,,,,,,,,
E14001149,Cambridge,60.0,70315,-8.7,41016,11078,Labour,Daniel Zeichner,19614,Liberal Democrat,Cheney Payne,8536,Green,Sarah Nicmanis,6842,Conservative,Shane Manning,5073,Workers Party of Britain,Khalid Abu-Tayyem,951,Independent,David Carmona,819.0,Rebooting Democracy,Keith Garrett,265.0,,,,,,,,,,,,,,,,,,
E14001150,Cannock Chase,56.0,76974,-5.5,42953,3125,Labour,Josh Newbury,15671,Conservative,Amanda Milling,12546,Reform UK,Paul Allen,11570,Green,Andrea Muckley,2137,Liberal Democrat,Elizabeth Jewkes,1029,,,,,,,,,,,,,,,,,,,,,,,,
E14001151,Canterbury,66.0,71171,-9.3,46946,8653,Labour,Rosie Duffield,19531,Conservative,Louise Harvey-Quirke,10878,Reform UK,Bridget Porter,6805,Green,Henry Stanton,5920,Liberal Democrat,Russ Timpson,3812,Social Democratic Party,Luke Buchanan-Hodgman,285.0,,,,,,,,,,,,,,,,,,,,,
W07000089,Cardiff East,54.0,72873,-10.9,35378,9097,Labour,Jo Stevens,15833,Liberal Democrat,Rodney Berman,6736,Reform UK,Lee Canning,4980,Green,Sam Coates,3916,Conservative,Beatrice Brandon,3913,Plaid Cymru,Cadewyn Skelley,3550.0,Trade Unionist and Socialist Coalition,John Williams,195.0,,,,,,,,,,,,,,,,,,
W07000090,Cardiff North,67.0,71335,-10.4,44313,11207,Labour,Anna McMorrin,20849,Conservative,Joel Williams,9642,Reform UK,Lawrence Gwynn,5985,Plaid Cymru,Malcolm Phillips,4669,Liberal Democrat,Irfan Latif,3168,Green,Meg Shepherd-Foster,3160.0,,,,,,,,,,,,,,,,,,,,,
W07000091,Cardiff South and Penarth,54.0,72613,-15.7,36268,11767,Labour,Stephen Doughty,17428,Green,Anthony Slaughter,5661,Conservative,Ellis Smith,5459,Reform UK,Simon Llewellyn,4493,Plaid Cymru,Sharifah Rahman,3227,Liberal Democrat,Alex Wilson,2908.0,,,,,,,,,,,,,,,,,,,,,
W07000092,Cardiff West,59.0,75473,-10.9,41483,7019,Labour,Alex Barros-Curtis,16442,Plaid Cymru,Kiera Marshall,9423,Conservative,James Hamblin,6835,Reform UK,Peter Hopkins,5626,Green,Jess Ryan,3157,Liberal Democrat,Manda Rigby,1921.0,Propel,Neil McEvoy,1041.0,Independent,John Urquhart,241.0,Heritage Party,Sean Wesley,71.0,,,,,,,,,,,,
E14001152,Carlisle,59.0,77863,-8.4,45257,5200,Labour,Julie Minns,18129,Conservative,John Stevenson,12929,Reform UK,Stephen Ward,9295,Liberal Democrat,Brian Wernham,2982,Green,Gavin Hawkton,1922,Independent,Sean Reed,303.0,Social Democratic Party,Rachel Hayton,244.0,Independent,Thomas Lynestrider,175.0,,,,,,,,,,,,,,,
E14001153,Carshalton and Wallington,63.0,74362,-4.7,45913,7905,Liberal Democrat,Bobby Dean,20126,Conservative,Elliot Colburn,12221,Labour,Hersh Thaker,6108,Reform UK,Elizabeth Cooper,5941,Green,Tracey Hague,1517,Workers Party of Britain,Atif Abdul Rashid,441.0,Christian Peoples Alliance,Ashley Dickenson,231.0,Social Democratic Party,Steve Kelleher,85.0,,,,,,,,,,,,,,,
E14001154,Castle Point,57.0,70967,-6.5,40633,3251,Conservative,Rebecca Harris,15485,Reform UK,Keiron McGill,12234,Labour,Mark Maguire,9455,Green,Bob Chapman,2118,Liberal Democrat,James Willis,1341,,,,,,,,,,,,,,,,,,,,,,,,
S14000010,Central Ayrshire,60.0,69413,-7.0,39919,6869,Labour,Alan Gemmell,18091,Scottish National Party,Annie McIndoe,11222,Conservative,David Rocks,6147,Reform UK,Kevin Blades,3420,Green,Tom Kerr,1039,Liberal Democrat,Elaine Ford,983.0,Socialist Labour Party,Louise McDaid,329.0,Social Democratic Party,Allan MacMillan,188.0,,,,,,,,,,,,,,,
E14001155,Central Devon,71.0,75385,-6.3,52955,61,Conservative,Mel Stride,16831,Labour,Ollie Pearson,16770,Liberal Democrat,Mark Wooding,8232,Reform UK,Jeffrey Leeks,7784,Green,Gill Westcott,3338,Independent,Arthur Price,477.0,,,,,,,,,,,,,,,,,,,,,
E14001156,Central Suffolk and North Ipswich,65.0,71975,-6.5,45863,4290,Conservative,Patrick Spencer,15144,Labour,Kevin Craig,10854,Reform UK,Tony Gould,8806,Green,Dan Pratt,5652,Liberal Democrat,Brett Mickelburgh,5407,Independent,Charlie Caiger,366.0,Independent,Mike Hallatt,194.0,,,,,,,,,,,,,,,,,,
W07000093,Ceredigion Preseli,61.0,75690,-8.6,44210,14789,Plaid Cymru,Ben Lake,21738,Liberal Democrat,Mark Williams,6949,Labour,Jackie Jones,5386,Reform UK,Karl Pollard,5374,Conservative,Aled Thomas,4763,Green,Tomos Barlow,1864.0,Workers Party of Britain,Taghrid Al-Mawed,228.0,,,,,,,,,,,,,,,,,,
E14001157,Chatham and Aylesford,54.0,75109,-6.8,40048,1998,Labour,Tris Osborne,13689,Conservative,Nathan Gamester,11691,Reform UK,Thomas Mallon,9989,Green,Kim Winterbottom,2504,Liberal Democrat,Nicholas Chan,2175,Workers Party of Britain,Matt Valentine,340.0,Christian Peoples Alliance,Adedotun Ogundemuren,316.0,Social Democratic Party,Steve Tanner,141.0,,,,,,,,,,,,,,,
E14001158,Cheadle,68.0,74385,-7.6,49815,12235,Liberal Democrat,Tom Morrison,23681,Conservative,Mary Robinson,11446,Labour,Kelly Fowler,7909,Reform UK,Stephen Speakman,5149,Green,Alexander Drury,1630,Workers Party of Britain,Tanya Manzoor,811.0,Independent,Marcus Farmer,105.0,,,,,,,,,,,,,,,,,,
E14001159,Chelmsford,66.0,76972,-4.5,50125,4753,Liberal Democrat,Marie Goldman,20214,Conservative,Vicky Ford,15461,Reform UK,Darren Ingrouille,6754,Labour,Richard Parry,6108,Green,Reza Hossain,1588,Independent Network ,Richard Hyland,230.0,Monster Raving Loony Party,Mark Lawrence,187.0,Workers Party of Britain,Mark Kenlen,105.0,Independent,Kamla Sangha,69.0,,,,,,,,,,,,
E14001160,Chelsea and Fulham,60.0,78468,-11.6,46513,152,Labour,Ben Coleman,18556,Conservative,Greg Hands,18404,Liberal Democrat,Blaise Baquiche,3611,Reform UK,Anthony Goodwin,3144,Green,Mona Crocker,2798,Workers Party of Britain,Sabi Patwary,538.0,Heritage Party,David Poulden,65.0,,,,,,,,,,,,,,,,,,
E14001161,Cheltenham,65.0,76143,-10.4,49542,7210,Liberal Democrat,Max Wilkinson,25076,Conservative,Alex Chalk,17866,Green,Daniel Wilson,3160,Labour,Lara Chaplin,2665,Independent,Daud McDonald,775,,,,,,,,,,,,,,,,,,,,,,,,
E14001162,Chesham and Amersham,73.0,74889,0.3,53878,5451,Liberal Democrat,Sarah Green,24422,Conservative,Gareth Williams,18971,Reform UK,Laurence Jarvis,5310,Labour,Chris Chilton,3502,Green,Justine Fulford,1673,Workers Party of Britain,Muhammad Khan,466.0,Heritage Party,Julian Foster,111.0,,,,,,,,,,,,,,,,,,
E14001163,Chester North and Neston,64.0,70215,-10.9,44694,11870,Labour,Samantha Dixon,22258,Conservative,Simon Eardley,10388,Reform UK,Nicholas Goulding,5870,Green,Nick Brown,4102,Liberal Democrat,Steve Gribbon,2076,,,,,,,,,,,,,,,,,,,,,,,,
E14001164,Chester South and Eddisbury,71.0,74284,-6.0,50875,3057,Conservative,Aphra Brandreth,19905,Labour,Angeliki Stogia,16848,Reform UK,Peter Langley,6414,Liberal Democrat,Rob Herd,5430,Green,Steve Davies,2278,Independent,Gillian Edwards,1611.0,,,,,,,,,,,,,,,,,,,,,
E14001165,Chesterfield,58.0,71654,-5.9,40944,10820,Labour,Toby Perkins,19316,Conservative,Ben Flook,8496,Reform UK,Dan Price,7897,Green,David Wadsworth,2682,Liberal Democrat,Ian Barfield,2553,Chesterfield And North Derbyshire Independents,Kris Stone,363.0,Workers Party of Britain,Julie Lowe,248.0,,,,,,,,,,,,,,,,,,
E14001166,Chichester,66.0,78374,-0.2,51757,12172,Liberal Democrat,Jess Brown-Fuller,25540,Conservative,Gillian Keegan,13368,Reform UK,Teresa De Santis,7859,Labour,Tom Collinge,3175,Green,Tim Young,1815,Independent,Andrew Emerson,190.0,,,,,,,,,,,,,,,,,,,,,
E14001167,Chingford and Woodford Green,65.0,75178,-7.7,47237,4757,Conservative,Iain Duncan Smith,17281,Labour,Shama Tatler,12524,Independent,Faiza Shaheen,12445,Reform UK,Paul Luggeri,3653,Green,Chris Brody,1334,Liberal Democrat,Josh Hadley,1275.0,,,,,,,,,,,,,,,,,,,,,
E14001168,Chippenham,68.0,72492,-2.2,48972,8138,Liberal Democrat,Sarah Gibson,22552,Conservative,Nic Puntis,14414,Reform UK,Benjamin Ginsburg,6127,Labour,Ravi Venkatesh,3925,Green,Declan Baseley,1954,Independent,Ed Deedigan,540.0,,,,,,,,,,,,,,,,,,,,,
E14001169,Chipping Barnet,65.0,78038,-11.5,50298,2914,Labour,Dan Tomlinson,21585,Conservative,Theresa Villiers,18671,Reform UK,Hamish Haddow,3986,Green,David Farbey,3442,Liberal Democrat,Mark Durrant,2614,Rejoin EU,Richard Hewison,379.0,Independent,Kay Lauer,182.0,,,,,,,,,,,,,,,,,,
E14001170,Chorley,45.0,74800,-8.1,33964,20575,Speaker of the House of Commons,Lindsay Hoyle,25238,Green,Mark Tebbutt,4663,Democracy for Chorley,Ben Holden-Crowther,2424,English Constitution Party,Graham Moore,1007,Trade Unionist and Socialist Coalition,Martin Powell-Davies,632,,,,,,,,,,,,,,,,,,,,,,,,
E14001171,Christchurch,67.0,71064,-5.9,45050,7455,Conservative,Christopher Chope,16941,Liberal Democrat,Mike Cox,9486,Reform UK,Robin Adamson,8961,Labour,Joanna Howard,7762,Green,Susan Graham,1900,Independent,Simon McCormack,1728.0,Animal Welfare Party,Sasha Jolliffe Yasawi,335.0,UK Independence Party,Steve Unwin,163.0,Social Democratic Party,Trevor Parsons,59.0,,,,,,,,,,,,
E14001172,Cities of London and Westminster,53.0,73369,-17.9,37827,2708,Labour,Rachel Blake,15302,Conservative,Tim Barnes,12594,Liberal Democrat,Edward Lucas,4335,Green,Rajiv Sinha,2844,Reform UK,Tarun Ghulati,2752,Workers Party of Britain,Hoz Shafiei,727.0,Rejoin EU,Liz Burford,352.0,Social Democratic Party,Huge De Burgh,110.0,Independent,John Generic,110.0,Independent,Tim Hallett,55.0,Independent,Mathew Carr,34.0,,,,,,
E14001173,City of Durham,58.0,70582,-12.8,40449,11757,Labour,Mary Foy,19131,Reform UK,Mark Belch,7374,Liberal Democrat,Mark Wilkes,5920,Conservative,Luke Holmes,5221,Green,Jonathan Elmer,2803,Social Democratic Party,Sarah Welbourne,178.0,,,,,,,,,,,,,,,,,,,,,
E14001174,Clacton,58.0,78703,-1.7,45444,8405,Reform UK,Nigel Farage,21225,Conservative,Giles Watling,12820,Labour,Jovan Owusu-Nepaul,7448,Liberal Democrat,Matthew Bensilum,2016,Green,Natasha Osben,1935,Independent,Tony Mack,317.0,UK Independence Party,Andrew Pemberton,116.0,Climate Party,Craig Jamieson,48.0,Heritage Party,Tasos Papanastasiou,33.0,,,,,,,,,,,,
E14001175,Clapham and Brixton Hill,57.0,74435,-7.0,42213,18005,Labour,Bell Ribeiro-Addy,24166,Liberal Democrat,Ben Curtis,6161,Green,Shâo-Lan Yuen,5768,Conservative,Asha Saroy,4360,Reform UK,Mark Matlock,1758,Independent,Jon Key,406.0,Socialist Party of Great Britain,Bill Martin,122.0,,,,,,,,,,,,,,,,,,
W07000094,Clwyd East,62.0,76637,-6.7,45564,4622,Labour,Becky Gittins,18484,Conservative,James Davies,13862,Reform UK,Kirsty Walmsley,7626,Plaid Cymru,Paul Penlington,3733,Liberal Democrat,Alec Dauncey,1859,Green,Lee Lavery,1659.0,Independent,Rob Roberts,599.0,,,,,,,,,,,,,,,,,,
W07000095,Clwyd North,56.0,75027,-11.9,40236,1196,Labour,Gill German,14794,Conservative,Darren Millar,13598,Reform UK,Jamie Orange,7000,Plaid Cymru,Paul Rowlinson,3159,Liberal Democrat,David Wilkins,1685,Green,Martyn Hogg,1391.0,,,,,,,,,,,,,,,,,,,,,
S14000070,Coatbridge and Bellshill,53.0,72667,-10.0,37450,6344,Labour,Frank McNally,19291,Scottish National Party,Steven Bonnar,12947,Reform UK,Fionna McRae,2601,Conservative,Christina Sandhu,1382,Green,Patrick McAleer,1229,Liberal Democrat,Emma Farthing,671.0,Scottish Family Party,Leo Lanahan,429.0,Communist Party of Britain,Drew Gilchrist,181.0,,,,,,,,,,,,,,,
E14001176,Colchester,57.0,78662,-6.8,44829,8250,Labour,Pam Cox,18804,Conservative,James Cracknell,10554,Reform UK,Terence Longstaff,6664,Liberal Democrat,Martin Goss,6393,Green,Sara Ruth,2414,Climate Party,James Rolfe,74.0,,,,,,,,,,,,,,,,,,,,,
